year,code,clgname,branch,community,branchname,cutoff
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EI,SC,ELECTRONICS AND INSTRU ENGG.,170
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",IB,SC,INDUSTRIAL BIO-TECHNOLOGY,158.25
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",IT,SC,INFORMATION TECHNOLOGY,177
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EE,SC,ELECTRICAL AND ELECTRONICS ENGG.,184.5
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",ME,SC,MECHANICAL ENGINEERING,176.5
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",PR,SC,PRODUCTION ENGINEERING,163.75
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",AS,SC,AUTOMOBILE ENGINEERING (SS),162.25
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",BS,SC,BIO TECHNOLOGY (SS),180.5
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",CE,SC,CIVIL ENGINEERING,185.75
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",BY,SC,BIO MEDICAL ENGG(SS),181.25
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",CM,SC,COMPUTER SCIENCE AND ENGG.(SS),182.75
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",CN,SC,CIVIL ENGG (SS),181
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",EC,SC,ELECTRONICS AND COMMUNICATION ENGG.,190
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",EE,SC,ELECTRICAL AND ELECTRONICS ENGG.,189.25
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",EM,SC,ELECTRONICS AND COMMUNICATION ENGG. (SS),186.75
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",ES,SC,ELECTRICAL AND ELECTRONICS(SANDWICH)(SS),161.25
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",FY,SC,FASHION TECHNOLOGY(SS),147
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",IM,SC,INFORMATION TECHNOLOGY(SS),175.75
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",IY,SC,INSTRUMENTATION AND CONTROL(SS),164
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",ME,SC,MECHANICAL ENGINEERING,188.75
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MF,SC,MECHANICAL ENGINEERING(SS),181.5
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MS,SC,MECHANICAL ENGG (SANDWICH)(SS),164.5
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MT,SC,METALLURGICAL ENGINEERING,174
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MY,SC,METALLURGICAL ENGINEERING (SS),155.25
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",PN,SC,PRODUCTION ENGINEERING (SS),164.5
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",PR,SC,PRODUCTION ENGINEERING,172.25
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",PS,SC,PRODUCTION ENGG.(SANDWICH)(SS),151
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",RA,SC,ROBOTICS AND AUTOMATION(SS),163.75
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",TT,SC,TEXTILE TECHNOLOGY (SS),160.75
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",TX,SC,TEXTILE TECHNOLOGY,165.25
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CE,SC,CIVIL ENGINEERING,173
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CH,SC,CHEMICAL ENGINEERING,176
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CL,SC,CHEMICAL ENGINEERING(SS),173.25
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CM,SC,COMPUTER SCIENCE AND ENGG.(SS),174.5
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CN,SC,CIVIL ENGG (SS),163.25
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",CS,SC,COMPUTER SCIENCE AND ENGG.,178.25
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",EC,SC,ELECTRONICS AND COMMUNICATION ENGG.,183.25
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",EE,SC,ELECTRICAL AND ELECTRONICS ENGG.,180
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",EM,SC,ELECTRONICS AND COMMUNICATION ENGG. (SS),171
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",IM,SC,INFORMATION TECHNOLOGY(SS),170
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",EY,SC,ELEC AND ELECTRONICS ENGG (SS),171
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",ME,SC,MECHANICAL ENGINEERING,177.75
2018,2007,"COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),CIVIL AERODROME (POST) , COIMBATORE (VILLAGE),COIMBATORE DIST, PIN - 641014.",MF,SC,MECHANICAL ENGINEERING(SS),164.5
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",BT,SC,BIO-TECHNOLOGY,148.75
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",AE,SC,AERONAUTICAL ENGINEERING,153
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",AU,SC,AUTOMOBILE ENGINEERING,149.5
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",CE,SC,CIVIL ENGINEERING,149
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",EC,SC,ELECTRONICS AND COMMUNICATION ENGG.,159
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",CS,SC,COMPUTER SCIENCE AND ENGG.,165.5
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",EE,SC,ELECTRICAL AND ELECTRONICS ENGG.,155.25
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",EI,SC,ELECTRONICS AND INSTRU ENGG.,145.75
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",IG,SC,INFORMATION SCIENCE AND ENGINEERING,116.5
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",FT,SC,FASHION TECHNOLOGY,111.75
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",IT,SC,INFORMATION TECHNOLOGY,162.75
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",MC,SC,MECHATRONICS,143
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",ME,SC,MECHANICAL ENGINEERING,155.5
2018,2712,"KUMARAGURU COLLEGE OF TECHNOLOGY (AUTONOMOUS),POST BOX NO. 2034,COIMBATORE DIST, PIN - 641049.",TX,SC,TEXTILE TECHNOLOGY,105.75
2018,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",BM,SC,BIO MEDICAL ENGINEERING,165.25
2018,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",CE,SC,CIVIL ENGINEERING,167.25
2018,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",CH,SC,CHEMICAL ENGINEERING,166
2018,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",CS,SC,COMPUTER SCIENCE AND ENGG.,176.5
2018,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",EC,SC,ELECTRONICS AND COMMUNICATION ENGG.,177.75
2018,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",IT,SC,INFORMATION TECHNOLOGY,174
2018,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",EE,SC,ELECTRICAL AND ELECTRONICS ENGG.,172.25
2018,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",ME,SC,MECHANICAL ENGINEERING,171.5
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",AE,SC,AERONAUTICAL ENGINEERING,149.75
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",AG,SC,AGRICULTURE ENGINEERING,129.5
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",AU,SC,AUTOMOBILE ENGINEERING,0
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",BT,SC,BIO-TECHNOLOGY,102.25
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",CE,SC,CIVIL ENGINEERING,115
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",CS,SC,COMPUTER SCIENCE AND ENGG.,90.25
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",EC,SC,ELECTRONICS AND COMMUNICATION ENGG.,112.5
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",EE,SC,ELECTRICAL AND ELECTRONICS ENGG.,95
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",EI,SC,ELECTRONICS AND INSTRU ENGG.,0
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",FD,SC,FOOD TECHNOLOGY,114.75
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",FT,SC,FASHION TECHNOLOGY,93.75
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",IT,SC,INFORMATION TECHNOLOGY,85
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",MC,SC,MECHATRONICS,0
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",ME,SC,MECHANICAL ENGINEERING,83
2018,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",TX,SC,TEXTILE TECHNOLOGY,132.75
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",AU,SC,AUTOMOBILE ENGINEERING,82.5
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",CE,SC,CIVIL ENGINEERING,92.5
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",CH,SC,CHEMICAL ENGINEERING,103.75
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",EC,SC,ELECTRONICS AND COMMUNICATION ENGG.,91.5
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",CS,SC,COMPUTER SCIENCE AND ENGG.,108
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",EI,SC,ELECTRONICS AND INSTRU ENGG.,122
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",EE,SC,ELECTRICAL AND ELECTRONICS ENGG.,90
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",FD,SC,FOOD TECHNOLOGY,107
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",IT,SC,INFORMATION TECHNOLOGY,85.75
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",MC,SC,MECHATRONICS,97.25
2018,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",ME,SC,MECHANICAL ENGINEERING,81.75
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",AI,SC,1,188.75
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",BY,SC,2,193
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CE,SC,3,196
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",XC,SC,4,179.5
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CS,SC,5,197.5
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",CM,SC,6,193.5
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EE,SC,7,196.5
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EM,SC,8,195.5
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EC,SC,9,198.25
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",GI,SC,10,188.75
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IE,SC,11,186.75
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IM,SC,12,191.5
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",MN,SC,13,187
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",MA,SC,14,184
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",ME,SC,15,196.5
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",XM,SC,16,180
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",MI,SC,17,188.75
2017,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",PT,SC,18,183.75
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AE,SC,30,194.75
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AU,SC,31,191.25
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AS,SC,32,187
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",CS,SC,5,195
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",CM,SC,6,192
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EM,SC,8,193.5
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EC,SC,9,196.5
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EX,SC,34,189.75
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EI,SC,35,192.75
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",IM,SC,12,188.75
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",MF,SC,38,194.25
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",PR,SC,36,186.75
2017,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",RP,SC,37,183.75
2017,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",EE,SC,7,115.5
2017,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",BT,SC,39,91.5
2017,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",EC,SC,9,108
2017,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",AU,SC,31,126.5
2017,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",CS,SC,5,100.5
2017,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",AG,SC,45,158.5
2017,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",TX,SC,29,109.75
2017,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",FT,SC,50,0
2017,2702,"BANNARI AMMAN INSTITUTE OF TECHNOLOGY (AUTONOMOUS),SATHY-BHAVANI (STATE HIGHWAY),,ERODE DIST, PIN - 638401.",ME,SC,15,137.25
