year,code,clgname,branch,community,branchname,cutoff
2017,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",CE,BC,3,196
2017,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",EE,BC,7,196.75
2017,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",BM,BC,40,196.25
2017,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",IT,BC,33,196.75
2017,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",CH,BC,21,195.5
2017,1315,"SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING (AUTONOMOUS),RAJIV GANDHI SALAI (OMR),KANCHEEPURAM DIST, PIN - 603110.",ME,BC,15,197
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",CE,BC,3,189.5
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",BT,BC,39,192
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",IC,BC,48,174.75
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",IT,BC,33,190
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",EC,BC,9,194
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",EI,BC,35,184.25
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",CS,BC,5,193.5
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",EE,BC,7,192
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",ME,BC,15,192.25
2017,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",CH,BC,21,191
2017,1419,"SRI SAIRAM ENGINEERING COLLEGE,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",EC,BC,9,187
2017,1419,"SRI SAIRAM ENGINEERING COLLEGE,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",CS,BC,5,186.5
2017,1419,"SRI SAIRAM ENGINEERING COLLEGE,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",IC,BC,48,163.5
2017,1419,"SRI SAIRAM ENGINEERING COLLEGE,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",PR,BC,36,175.75
2017,1419,"SRI SAIRAM ENGINEERING COLLEGE,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",CE,BC,3,166.5
2017,1419,"SRI SAIRAM ENGINEERING COLLEGE,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",ME,BC,15,182
2017,1419,"SRI SAIRAM ENGINEERING COLLEGE,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",EE,BC,7,184.25
2017,1419,"SRI SAIRAM ENGINEERING COLLEGE,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",IT,BC,33,181.25
2017,1419,"SRI SAIRAM ENGINEERING COLLEGE,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",EI,BC,35,172.75
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",CH,BC,21,189
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",IT,BC,33,191
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",CS,BC,5,192.5
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",EC,BC,9,193.25
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",CE,BC,3,182.75
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",MC,BC,42,188.5
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",FD,BC,51,188.5
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",ME,BC,15,190
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",EI,BC,35,189
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",AU,BC,31,185
2017,2711,"KONGU ENGINEERING COLLEGE (AUTONOMOUS),PERUNDURAI RAILWAY STATION ROAD,,ERODE DIST, PIN - 638060.",EE,BC,7,192.25
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",MD,BC,44,161.5
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",BM,BC,40,186.25
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",ME,BC,15,165.5
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",EE,BC,7,168.75
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",IT,BC,33,171.5
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",EC,BC,9,169.25
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",EI,BC,35,162.5
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",CE,BC,3,148
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",AG,BC,45,168
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",AG,BC,45,168
2017,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",CS,BC,5,172.75
2017,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",IT,BC,33,196.5
2017,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",CS,BC,5,197.25
2017,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",CE,BC,3,195
2017,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",IB,BC,24,192.75
2017,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EE,BC,7,197
2017,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EI,BC,35,196
2017,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",ME,BC,15,196.75
2017,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EC,BC,9,197.75
2017,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",PR,BC,36,194.75
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BY,BCM,Bio- Medical Engineering (SS),188
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CM,BCM,Computer Science and Engineering (SS),189
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ES,BCM,Electrical and Electronics (Sandwich) (SS),173.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",TT,BCM,Textile Technology (SS),157
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MF,BCM,Mechanical Engg. (SS),181.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MS,BCM,Mechanical Engineering (Sandwich) (SS),177.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PR,BCM,Production Engineering,178.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",BS,BCM,Bio Technology (SS),182
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CN,BCM,Civil Engineering (SS),165
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",AS,BCM,Automobile Engineering (SS),172
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PN,BCM,Production Engineering (SS),175.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",PS,BCM,Production Engineering (Sandwich) (SS),163.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",RA,BCM,Robotics and Automation (SS),179.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MT,BCM,Metallurgical Engineering,170
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",TX,BCM,Textile Technology,175
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EE,BCM,Electrical and Electronics Engineering,184.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EC,BCM,Electronics and Communication Engineering,189
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",IM,BCM,Information Tech. (SS),184.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",EM,BCM,Electronics and Communication Engg. (SS),187.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",FY,BCM,Fashion Technology (SS),169.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",ME,BCM,Mechanical Engineering,187
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",CE,BCM,Civil Engineering,175.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",MY,BCM,Metallurgical Engg. (SS),162.5
2019,2006,"PSG College of Technology (Autonomous), Peelamedu, Coimbatore District 641004",IY,BCM,Instrumentation and Control Engineering (SS),183.5
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",IM,BCM,Information Tech. (SS),179.5
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CN,BCM,Civil Engineering (SS),163.5
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EC,BCM,Electronics and Communication Engineering,188
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",MF,BCM,Mechanical Engg. (SS),177.5
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CE,BCM,Civil Engineering,173
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CL,BCM,Chemical Engineering (SS),0
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EY,BCM,Elec. And Electronics Engg (SS),180
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EE,BCM,Electrical and Electronics Engineering,182.5
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",EM,BCM,Electronics and Communication Engg. (SS),183
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CH,BCM,Chemical Engineering,180.5
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",ME,BCM,Mechanical Engineering,178.5
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CS,BCM,Computer Science and Engineering,184.25
2019,2007,"Coimbatore Institute of Technology (Autonomous), Civil Aerodrome Post, Coimbatore District 641014",CM,BCM,Computer Science and Engineering (SS),182
2019,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram District 603110",CE,BCM,Civil Engineering,171
2019,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram District 603110",BM,BCM,Bio- Medical Engineering,181
2019,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram District 603110",CH,BCM,Chemical Engineering,179
2019,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram District 603110",CS,BCM,Computer Science and Engineering,188
2019,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram District 603110",EE,BCM,Electrical and Electronics Engineering,182.5
2019,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram District 603110",ME,BCM,Mechanical Engineering,178.5
2019,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram District 603110",EC,BCM,Electronics and Communication Engineering,184.5
2019,1315,"Sri Sivasubramaniya Nadar College of Engineering (Autonomous), Kalavakkam, Old Mahabalipuram Road (OMR), Kancheepuram District 603110",IT,BCM,Information Technology,183
